ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
65DBD2F447EC51C2,electric_bike,12/5/2022 10:47,12/5/2022 10:56,Clifton Ave & Armitage Ave,TA1307000163,Sedgwick St & Webster Ave,13191,41.9182435,-87.65711467,41.922167,-87.638888,member
0C201AA7EA0EA1AD,classic_bike,12/18/2022 6:42,12/18/2022 7:08,Broadway & Belmont Ave,13277,Sedgwick St & Webster Ave,13191,41.940106,-87.645451,41.922167,-87.638888,casual
E0B148CCB358A49D,electric_bike,12/13/2022 8:47,12/13/2022 8:59,Sangamon St & Lake St,TA1306000015,St. Clair St & Erie St,13016,41.88591886,-87.65113318,41.89434514,-87.62279838,member
54C5775D2B7C9188,classic_bike,12/13/2022 18:50,12/13/2022 19:19,Shields Ave & 31st St,KA1503000038,Damen Ave & Madison St,13134,41.838464,-87.635406,41.88137,-87.67493,member
A4891F78776D35DF,classic_bike,12/14/2022 16:13,12/14/2022 16:27,Ashland Ave & Chicago Ave,13247,Damen Ave & Charleston St,13288,41.89595436,-87.66772807,41.920082,-87.677855,casual
DB91D9B8DFACA07A,electric_bike,12/2/2022 15:24,12/2/2022 15:34,Wabash Ave & 9th St,TA1309000010,Wacker Dr & Washington St,KA1503000072,41.87068355,-87.62570608,41.88314336,-87.63724208,member
6AD396C5760CC992,classic_bike,12/20/2022 9:02,12/20/2022 9:19,Leavitt St & Chicago Ave,18058,Wacker Dr & Washington St,KA1503000072,41.895501,-87.682017,41.88314336,-87.63724208,member
8D736E35E0075504,classic_bike,12/13/2022 14:19,12/13/2022 14:28,Humboldt Blvd & Armitage Ave,15651,Spaulding Ave & Armitage Ave,15650,41.91751339,-87.70180896,41.91710803,-87.71022096,member
DDAB881F96C51DC8,classic_bike,12/13/2022 7:38,12/13/2022 7:57,Canal St & Adams St,13011,St. Clair St & Erie St,13016,41.879255,-87.639904,41.89434514,-87.62279838,member
8DDBAE51E55DAEEF,classic_bike,12/21/2022 8:57,12/21/2022 9:10,Greenview Ave & Fullerton Ave,TA1307000001,Southport Ave & Waveland Ave,13235,41.92533,-87.6658,41.94815,-87.66394,member
37BCF0C0B553F0A1,classic_bike,12/12/2022 17:56,12/12/2022 18:02,Canal St & Adams St,13011,Sangamon St & Washington Blvd,13409,41.879255,-87.639904,41.883165,-87.6511,member
1B133362A3F86A2C,classic_bike,12/6/2022 17:07,12/6/2022 17:14,Canal St & Adams St,13011,Sangamon St & Washington Blvd,13409,41.879255,-87.639904,41.883165,-87.6511,member
DF0DC4C1FF01E3EF,classic_bike,12/29/2022 17:46,12/29/2022 17:52,Canal St & Adams St,13011,Sangamon St & Washington Blvd,13409,41.879255,-87.639904,41.883165,-87.6511,member
0D58B8FC23315D59,classic_bike,12/1/2022 21:38,12/1/2022 21:46,Canal St & Adams St,13011,Sangamon St & Washington Blvd,13409,41.879255,-87.639904,41.883165,-87.6511,member
462D7A9C0323B0C9,classic_bike,12/3/2022 15:52,12/3/2022 15:56,Humboldt Blvd & Armitage Ave,15651,Spaulding Ave & Armitage Ave,15650,41.91751339,-87.70180896,41.91710803,-87.71022096,member
9F827DE27022F311,electric_bike,12/1/2022 7:08,12/1/2022 7:18,Ashland Ave & Chicago Ave,13247,Wacker Dr & Washington St,KA1503000072,41.8959825,-87.667694,41.88314336,-87.63724208,member
58E5482C771A98BE,classic_bike,12/28/2022 22:01,12/28/2022 22:11,Broadway & Belmont Ave,13277,Southport Ave & Waveland Ave,13235,41.940106,-87.645451,41.94815,-87.66394,member
46FD5C26A4020ED1,classic_bike,12/19/2022 11:28,12/19/2022 11:52,Sedgwick St & North Ave,TA1307000038,St. Clair St & Erie St,13016,41.911386,-87.638677,41.89434514,-87.62279838,member
F27780BD0F2E0C01,classic_bike,12/21/2022 16:51,12/21/2022 17:00,Malcolm X College,631,Sangamon St & Washington Blvd,13409,41.877618,-87.673895,41.883165,-87.6511,member
995F741523A9DEAD,classic_bike,12/26/2022 10:46,12/26/2022 11:12,Ashland Ave & Chicago Ave,13247,St. Clair St & Erie St,13016,41.89595436,-87.66772807,41.89434514,-87.62279838,member
FF9A7FC5BCB6D029,electric_bike,12/1/2022 9:14,12/1/2022 9:26,Sedgwick St & North Ave,TA1307000038,Wacker Dr & Washington St,KA1503000072,41.91138721,-87.63865197,41.88314336,-87.63724208,member
1B2898656A62F1FB,electric_bike,12/10/2022 21:47,12/10/2022 22:07,Clifton Ave & Armitage Ave,TA1307000163,Spaulding Ave & Armitage Ave,15650,41.91822135,-87.65706158,41.91710803,-87.71022096,casual
A332DD20175E907E,classic_bike,12/3/2022 8:49,12/3/2022 9:05,Broadway & Belmont Ave,13277,Southport Ave & Waveland Ave,13235,41.940106,-87.645451,41.94815,-87.66394,casual
37D27BD10A147058,classic_bike,12/13/2022 6:55,12/13/2022 7:00,Sangamon St & Lake St,TA1306000015,Wacker Dr & Washington St,KA1503000072,41.88577925,-87.65102461,41.88314336,-87.63724208,member
3945E996AE3304B8,electric_bike,12/9/2022 0:03,12/9/2022 0:15,Sedgwick St & North Ave,TA1307000038,Southport Ave & Waveland Ave,13235,41.91140008,-87.63873327,41.94815,-87.66394,member
05647C706F628864,classic_bike,12/19/2022 14:58,12/19/2022 15:00,Sangamon St & Lake St,TA1306000015,Sangamon St & Washington Blvd,13409,41.88577925,-87.65102461,41.883165,-87.6511,member
221B0D4EBCF9D710,electric_bike,12/30/2022 14:07,12/30/2022 14:15,Broadway & Belmont Ave,13277,Southport Ave & Waveland Ave,13235,41.94007671,-87.64540577,41.94815,-87.66394,member
9EC83B7E25B61421,electric_bike,12/16/2022 12:52,12/16/2022 12:54,Sangamon St & Lake St,TA1306000015,Sangamon St & Washington Blvd,13409,41.8857965,-87.65105633,41.883165,-87.6511,member
5756E0DF84CEF779,classic_bike,12/6/2022 9:20,12/6/2022 9:34,Sedgwick St & North Ave,TA1307000038,Wacker Dr & Washington St,KA1503000072,41.911386,-87.638677,41.88314336,-87.63724208,member
B9645D9F60BFD279,classic_bike,12/13/2022 8:45,12/13/2022 9:00,Sedgwick St & North Ave,TA1307000038,Wacker Dr & Washington St,KA1503000072,41.911386,-87.638677,41.88314336,-87.63724208,member
D5E154DDC4146EFC,electric_bike,12/3/2022 9:09,12/3/2022 9:19,Ashland Ave & Chicago Ave,13247,Wacker Dr & Washington St,KA1503000072,41.89595667,-87.66776533,41.88314336,-87.63724208,member
7D451A9C489FE4D2,classic_bike,12/10/2022 9:49,12/10/2022 10:19,Broadway & Belmont Ave,13277,St. Clair St & Erie St,13016,41.940106,-87.645451,41.89434514,-87.62279838,member
5485FF7449056817,electric_bike,12/3/2022 8:49,12/3/2022 9:05,Broadway & Belmont Ave,13277,Southport Ave & Waveland Ave,13235,41.94009217,-87.64550717,41.94815,-87.66394,member
4872327B2E128FA3,electric_bike,12/29/2022 6:05,12/29/2022 6:15,Sedgwick St & North Ave,TA1307000038,St. Clair St & Erie St,13016,41.91131091,-87.63864541,41.89434514,-87.62279838,casual
475B31AA947B3532,classic_bike,12/30/2022 18:30,12/30/2022 18:47,Broadway & Belmont Ave,13277,Southport Ave & Waveland Ave,13235,41.940106,-87.645451,41.94815,-87.66394,casual
2D6DA4E97238296E,classic_bike,12/30/2022 18:31,12/30/2022 18:47,Broadway & Belmont Ave,13277,Southport Ave & Waveland Ave,13235,41.940106,-87.645451,41.94815,-87.66394,casual
45C3839EBB82685C,electric_bike,12/6/2022 7:46,12/6/2022 7:54,Sheffield Ave & Wellington Ave,TA1307000052,Southport Ave & Waveland Ave,13235,41.93634367,-87.6525867,41.94815,-87.66394,member
1A9904B4643A4040,electric_bike,12/2/2022 7:57,12/2/2022 8:06,Clark St & Elm St,TA1307000039,Wacker Dr & Washington St,KA1503000072,41.90281867,-87.6316435,41.88314336,-87.63724208,member
6C5CCD62502FF93E,classic_bike,12/15/2022 6:36,12/15/2022 6:42,Clark St & Elm St,TA1307000039,St. Clair St & Erie St,13016,41.902973,-87.63128,41.89434514,-87.62279838,member
AF7CDB8B61543025,classic_bike,12/20/2022 13:51,12/20/2022 13:56,Clark St & Elm St,TA1307000039,St. Clair St & Erie St,13016,41.902973,-87.63128,41.89434514,-87.62279838,member
8EDB4EFBDF83FB80,classic_bike,12/2/2022 6:31,12/2/2022 6:37,Clark St & Elm St,TA1307000039,St. Clair St & Erie St,13016,41.902973,-87.63128,41.89434514,-87.62279838,member
426F5196EC7698E2,classic_bike,12/16/2022 6:29,12/16/2022 6:35,Clark St & Elm St,TA1307000039,St. Clair St & Erie St,13016,41.902973,-87.63128,41.89434514,-87.62279838,member
