ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
BCC66FC6FAB27CC7,electric_bike,11/10/2022 6:21,11/10/2022 6:31,Canal St & Adams St,13011,St. Clair St & Erie St,13016,41.87940121,-87.63984788,41.89434514,-87.62279838,member
772AB67E902C180F,classic_bike,11/4/2022 7:31,11/4/2022 7:46,Canal St & Adams St,13011,St. Clair St & Erie St,13016,41.879255,-87.639904,41.89434514,-87.62279838,member
585EAD07FDEC0152,classic_bike,11/21/2022 17:20,11/21/2022 17:34,Indiana Ave & Roosevelt Rd,SL-005,St. Clair St & Erie St,13016,41.867888,-87.623041,41.89434514,-87.62279838,member
91C4E7ED3C262FF9,classic_bike,11/25/2022 17:29,11/25/2022 17:45,Indiana Ave & Roosevelt Rd,SL-005,St. Clair St & Erie St,13016,41.867888,-87.623041,41.89434514,-87.62279838,member
709206A3104CABC8,classic_bike,11/29/2022 17:24,11/29/2022 17:42,Indiana Ave & Roosevelt Rd,SL-005,St. Clair St & Erie St,13016,41.867888,-87.623041,41.89434514,-87.62279838,member
11DE62E16D1A6BD1,classic_bike,11/4/2022 14:40,11/4/2022 14:52,Streeter Dr & Grand Ave,13022,Desplaines St & Kinzie St,TA1306000003,41.892278,-87.612043,41.88871604,-87.64444785,member
0F05C92DE9981154,classic_bike,11/6/2022 14:26,11/6/2022 14:36,Halsted St & Clybourn Ave,331,Desplaines St & Kinzie St,TA1306000003,41.909668,-87.648128,41.88871604,-87.64444785,member
CBEB7068C91BB672,classic_bike,11/8/2022 20:25,11/8/2022 20:34,Halsted St & Clybourn Ave,331,Orleans St & Chestnut St (NEXT Apts),620,41.909668,-87.648128,41.898203,-87.637536,member
C79980F697C514FF,electric_bike,11/13/2022 21:56,11/13/2022 22:06,Franklin St & Adams St (Temp),TA1309000008,Desplaines St & Kinzie St,TA1306000003,41.879141,-87.6360515,41.88871604,-87.64444785,member
A65691E4D563258E,classic_bike,11/1/2022 20:17,11/1/2022 20:24,Halsted St & Clybourn Ave,331,Orleans St & Chestnut St (NEXT Apts),620,41.909668,-87.648128,41.898203,-87.637536,member
DE804DEF5E506AF6,classic_bike,11/7/2022 20:13,11/7/2022 20:21,Halsted St & Clybourn Ave,331,Orleans St & Chestnut St (NEXT Apts),620,41.909668,-87.648128,41.898203,-87.637536,member
53706BF327A91FF2,classic_bike,11/6/2022 0:52,11/6/2022 1:05,Streeter Dr & Grand Ave,13022,Orleans St & Chestnut St (NEXT Apts),620,41.892278,-87.612043,41.898203,-87.637536,casual
94D1BE7DE259ACD5,electric_bike,11/2/2022 17:53,11/2/2022 18:02,Halsted St & Clybourn Ave,331,Desplaines St & Kinzie St,TA1306000003,41.90964377,-87.64817572,41.88871604,-87.64444785,casual
5608C656DE64F4B2,classic_bike,11/15/2022 15:13,11/15/2022 15:18,Larrabee St & Division St,KA1504000079,Orleans St & Chestnut St (NEXT Apts),620,41.90348607,-87.64335349,41.898203,-87.637536,casual
1423D0A1B5F36926,electric_bike,11/30/2022 15:53,11/30/2022 16:00,Kedzie Ave & Bryn Mawr Ave,KA1504000167,Western Ave & Ardmore Ave,464,41.9822489,-87.70892,41.99,-87.69,casual
6E1AA92E7988B202,electric_bike,11/24/2022 22:04,11/24/2022 22:13,Larrabee St & Division St,KA1504000079,Desplaines St & Kinzie St,TA1306000003,41.90341163,-87.64318359,41.88871604,-87.64444785,casual
FB7DA0A2E2380E1C,classic_bike,11/10/2022 14:39,11/10/2022 14:45,Larrabee St & Division St,KA1504000079,Orleans St & Chestnut St (NEXT Apts),620,41.90348607,-87.64335349,41.898203,-87.637536,member
11AECEB7779D78EA,electric_bike,11/21/2022 16:17,11/21/2022 16:28,Franklin St & Adams St (Temp),TA1309000008,Desplaines St & Kinzie St,TA1306000003,41.87881667,-87.63552933,41.88871604,-87.64444785,member
9718191F824DF2D7,classic_bike,11/10/2022 6:33,11/10/2022 6:48,Streeter Dr & Grand Ave,13022,Desplaines St & Kinzie St,TA1306000003,41.892278,-87.612043,41.88871604,-87.64444785,member
0F50E772CD3143A9,electric_bike,11/7/2022 16:43,11/7/2022 16:47,Franklin St & Adams St (Temp),TA1309000008,Desplaines St & Kinzie St,TA1306000003,41.87932813,-87.63556743,41.88871604,-87.64444785,member
020723C6D6E3B608,classic_bike,11/3/2022 9:59,11/3/2022 10:04,Larrabee St & Division St,KA1504000079,Orleans St & Chestnut St (NEXT Apts),620,41.90348607,-87.64335349,41.898203,-87.637536,member
35797C767C5559FC,electric_bike,11/17/2022 18:59,11/17/2022 19:03,Halsted St & Clybourn Ave,331,Orleans St & Chestnut St (NEXT Apts),620,41.90964007,-87.64818275,41.898203,-87.637536,member
